population,energy_per_gdp,co2_per_capita,co2_per_gdp,temperature_change_from_ghg,total_ghg,avg_temp,EV,year,country
4946123,0.0,7.101,0.0,0.001,66.46,10.64,6500,2020,Ireland
4986525,0.0,7.53,0.0,0.001,0.0,10.86,16500,2021,Ireland
5023108,0.0,7.721,0.0,0.0,0.0,11.14,23700,2022,Ireland
24460960,0.0,0.0,0.0,0.0,0.0,11.79,0,1850,Italy
24612813,0.0,0.0,0.0,0.0,0.0,11.96,0,1851,Italy
24765592,0.0,0.0,0.0,0.0,0.0,12.78,0,1852,Italy
24919302,0.0,0.0,0.0,0.0,0.0,12.28,0,1853,Italy
25073965,0.0,0.0,0.0,0.0,0.0,12.09,0,1854,Italy
25229586,0.0,0.0,0.0,0.0,0.0,12.06,0,1855,Italy
25386172,0.0,0.0,0.0,0.0,0.0,12.39,0,1856,Italy
25543728,0.0,0.0,0.0,0.0,0.0,12.27,0,1857,Italy
25702261,0.0,0.0,0.0,0.0,0.0,11.83,0,1858,Italy
25863255,0.0,0.0,0.0,0.0,0.0,12.77,0,1859,Italy
26026734,0.0,0.001,0.0,0.0,0.0,11.94,0,1860,Italy
26192723,0.0,0.026,0.01,0.0,0.0,12.65,0,1861,Italy
26361247,0.0,0.047,0.018,0.0,0.0,13.12,0,1862,Italy
26532332,0.0,0.04,0.015,0.0,0.0,13.25,0,1863,Italy
26704525,0.0,0.06,0.023,0.0,0.0,11.98,0,1864,Italy
26877835,0.0,0.047,0.017,0.0,0.0,12.79,0,1865,Italy
27052267,0.0,0.055,0.021,0.0,0.0,12.86,0,1866,Italy
27227831,0.0,0.054,0.021,0.0,0.0,12.86,0,1867,Italy
27404532,0.0,0.062,0.023,0.0,0.0,12.9,0,1868,Italy
27576990,0.0,0.068,0.025,0.0,0.0,12.52,0,1869,Italy
27745148,0.0,0.097,0.034,0.0,0.0,12.1,0,1870,Italy
27908950,0.0,0.083,0.029,0.0,0.0,11.88,0,1871,Italy
28068339,0.0,0.106,0.041,0.0,0.0,13.17,0,1872,Italy
28223256,0.0,0.098,0.038,0.0,0.0,12.86,0,1873,Italy
28379027,0.0,0.106,0.039,0.0,0.0,12.2,0,1874,Italy
28535657,0.0,0.107,0.039,0.0,0.0,12.1,0,1875,Italy
28693149,0.0,0.143,0.054,0.0,0.0,12.69,0,1876,Italy
28851509,0.0,0.132,0.049,0.0,0.0,12.64,0,1877,Italy
29010741,0.0,0.13,0.047,0.0,0.0,12.58,0,1878,Italy
29178818,0.0,0.149,0.054,0.0,0.0,12.17,0,1879,Italy
29355842,0.0,0.173,0.061,0.0,0.0,12.75,0,1880,Italy
29541914,0.0,0.202,0.07,0.0,0.0,12.52,0,1881,Italy
29737139,0.0,0.211,0.072,0.0,0.0,12.8,0,1882,Italy
29941621,0.0,0.222,0.075,0.0,0.0,12.0,0,1883,Italy
30147508,0.0,0.244,0.084,0.0,0.0,12.17,0,1884,Italy
30354809,0.0,0.276,0.093,0.0,0.0,12.6,0,1885,Italy
30563534,0.0,0.272,0.09,0.0,0.0,12.58,0,1886,Italy
30773692,0.0,0.33,0.106,0.0,0.0,12.16,0,1887,Italy
30985293,0.0,0.352,0.114,0.0,0.0,12.04,0,1888,Italy
31191675,0.0,0.361,0.12,0.0,0.0,12.0,0,1889,Italy
31392763,0.0,0.389,0.129,0.001,0.0,11.94,0,1890,Italy
31588484,0.0,0.348,0.114,0.001,0.0,11.96,0,1891,Italy
31778763,0.0,0.343,0.112,0.001,0.0,12.58,0,1892,Italy
31963526,0.0,0.329,0.106,0.001,0.0,12.54,0,1893,Italy
32149360,0.0,0.406,0.13,0.001,0.0,12.52,0,1894,Italy
32336274,0.0,0.372,0.118,0.001,0.0,12.36,0,1895,Italy
32524272,0.0,0.351,0.11,0.001,0.0,11.95,0,1896,Italy
32713362,0.0,0.364,0.114,0.001,0.0,12.72,0,1897,Italy
32903549,0.0,0.377,0.118,0.001,0.0,13.08,0,1898,Italy
33109815,0.0,0.41,0.128,0.001,0.0,12.82,0,1899,Italy
33332371,0.0,0.417,0.127,0.001,0.0,13.0,0,1900,Italy
33571430,0.0,0.403,0.12,0.001,0.0,12.21,0,1901,Italy
33827207,0.0,0.444,0.13,0.001,0.0,12.52,0,1902,Italy
34099919,0.0,0.449,0.131,0.001,0.0,12.47,0,1903,Italy
34374827,0.0,0.471,0.135,0.001,0.0,12.93,0,1904,Italy
34651950,0.0,0.515,0.144,0.001,0.0,12.24,0,1905,Italy
34931305,0.0,0.604,0.164,0.001,0.0,12.33,0,1906,Italy
35212911,0.0,0.648,0.172,0.001,0.0,12.42,0,1907,Italy
35496784,0.0,0.655,0.171,0.001,0.0,12.34,0,1908,Italy
35739219,0.0,0.719,0.186,0.001,0.0,12.15,0,1909,Italy
35939804,0.0,0.716,0.184,0.001,0.0,12.37,0,1910,Italy
36098124,0.0,0.735,0.186,0.001,0.0,12.9,0,1911,Italy
36213760,0.0,0.769,0.193,0.001,0.0,12.21,0,1912,Italy
36286291,0.0,0.826,0.198,0.001,0.0,12.66,0,1913,Italy
36358965,0.0,0.749,0.189,0.001,0.0,12.34,0,1914,Italy
36431783,0.0,0.653,0.172,0.001,0.0,12.43,0,1915,Italy
36504744,0.0,0.644,0.156,0.001,0.0,13.01,0,1916,Italy
36577850,0.0,0.441,0.107,0.001,0.0,12.29,0,1917,Italy
36659635,0.0,0.518,0.131,0.001,0.0,12.4,0,1918,Italy
36789373,0.0,0.506,0.135,0.001,0.0,12.17,0,1919,Italy
36967588,0.0,0.483,0.126,0.001,0.0,13.34,0,1920,Italy
37194808,0.0,0.588,0.159,0.001,0.0,13.04,0,1921,Italy
37471567,0.0,0.686,0.172,0.001,0.0,12.59,0,1922,Italy
37798403,0.0,0.71,0.164,0.001,0.0,13.0,0,1923,Italy
38128090,0.0,0.844,0.192,0.001,0.0,12.76,0,1924,Italy
38460652,0.0,0.805,0.173,0.001,0.0,12.57,0,1925,Italy
38796116,0.0,0.924,0.198,0.001,0.0,13.16,0,1926,Italy
39134505,0.0,1.032,0.228,0.001,0.0,13.44,0,1927,Italy
39475845,0.0,0.966,0.202,0.002,0.0,13.22,0,1928,Italy
39817412,0.0,1.106,0.223,0.002,0.0,12.42,0,1929,Italy
40159184,0.0,0.985,0.209,0.002,0.0,13.22,0,1930,Italy
40501139,0.0,0.844,0.183,0.002,0.0,12.72,0,1931,Italy
40843255,0.0,0.687,0.147,0.002,0.0,12.67,0,1932,Italy
41185511,0.0,0.74,0.162,0.002,0.0,12.4,0,1933,Italy
41530635,0.0,0.955,0.211,0.002,0.0,13.32,0,1934,Italy
41878651,0.0,1.084,0.229,0.002,0.0,12.83,0,1935,Italy
42229584,0.0,0.758,0.167,0.002,0.0,12.97,0,1936,Italy
42583457,0.0,1.061,0.215,0.002,0.0,13.18,0,1937,Italy
42940295,0.0,1.047,0.208,0.002,0.0,12.69,0,1938,Italy
43279914,0.0,1.066,0.2,0.002,0.0,12.7,0,1939,Italy
43602046,0.0,1.125,0.217,0.002,0.0,11.53,0,1940,Italy
43906421,0.0,0.977,0.193,0.002,0.0,11.79,0,1941,Italy
44192767,0.0,0.948,0.2,0.002,0.0,12.5,0,1942,Italy
44460808,0.0,0.16,0.04,0.002,0.0,13.44,0,1943,Italy
44730474,0.0,0.08,0.025,0.002,0.0,12.32,0,1944,Italy
45001776,0.0,0.097,0.034,0.002,0.0,13.08,0,1945,Italy
45274723,0.0,0.49,0.127,0.002,0.0,13.13,0,1946,Italy
45549326,0.0,0.808,0.178,0.002,0.0,13.35,0,1947,Italy
45825595,0.0,0.775,0.159,0.002,0.0,12.82,0,1948,Italy
46106450,0.0,0.863,0.164,0.002,0.0,13.13,0,1949,Italy
46391944,0.0,0.893,0.158,0.002,0.0,13.62,0,1950,Italy
46750764,0.0,1.044,0.173,0.002,0.0,13.16,0,1951,Italy
47016488,0.0,1.077,0.167,0.003,0.0,13.27,0,1952,Italy
47412148,0.0,1.181,0.172,0.003,0.0,13.04,0,1953,Italy
47833768,0.0,1.358,0.19,0.003,0.0,12.42,0,1954,Italy
48130728,0.0,1.522,0.202,0.003,0.0,13.08,0,1955,Italy
48403440,0.0,1.725,0.22,0.003,0.0,12.04,0,1956,Italy
48660256,0.0,1.79,0.217,0.003,0.0,12.99,0,1957,Italy
48930472,0.0,1.79,0.207,0.003,0.0,13.12,0,1958,Italy
49224672,0.0,1.911,0.21,0.003,0.0,13.09,0,1959,Italy
49517708,0.0,2.205,0.231,0.003,0.0,13.12,0,1960,Italy
49812724,0.0,2.497,0.242,0.003,0.0,13.68,0,1961,Italy
50162244,0.0,2.916,0.264,0.003,0.0,12.71,0,1962,Italy
50555128,0.0,3.255,0.278,0.004,0.0,12.46,0,1963,Italy
50997780,0.0,3.446,0.285,0.004,0.0,12.9,0,1964,Italy
51452860,1.475,3.684,0.301,0.004,0.0,12.37,0,1965,Italy
51882568,1.522,4.124,0.323,0.004,0.0,12.94,0,1966,Italy
52294440,1.539,4.477,0.33,0.004,0.0,13.05,0,1967,Italy
52661072,1.534,4.732,0.324,0.004,0.0,12.78,0,1968,Italy
53001508,1.562,5.088,0.332,0.005,0.0,12.57,0,1969,Italy
53324036,1.687,5.558,0.356,0.005,0.0,12.82,0,1970,Italy
53636100,1.743,5.799,0.367,0.005,0.0,12.74,0,1971,Italy
53995428,1.776,6.079,0.377,0.005,0.0,12.65,0,1972,Italy
54379588,1.74,6.498,0.38,0.005,0.0,12.78,0,1973,Italy
54750684,1.661,6.543,0.368,0.006,0.0,12.77,0,1974,Italy
55093992,1.662,6.19,0.358,0.006,0.0,12.89,0,1975,Italy
55388904,1.647,6.604,0.361,0.006,0.0,12.47,0,1976,Italy
55649672,1.606,6.369,0.34,0.006,0.0,13.04,0,1977,Italy
55877016,1.586,6.644,0.343,0.006,0.0,12.33,0,1978,Italy
56070680,1.548,6.871,0.337,0.007,0.0,12.78,0,1979,Italy
56329480,1.457,6.86,0.327,0.007,0.0,12.15,0,1980,Italy
56532908,1.42,6.639,0.316,0.007,0.0,12.7,0,1981,Italy
56585840,1.385,6.484,0.307,0.007,0.0,13.38,0,1982,Italy
56607516,1.34,6.331,0.297,0.007,0.0,13.09,0,1983,Italy
56620236,1.326,6.439,0.294,0.008,0.0,12.37,0,1984,Italy
56636468,1.284,6.515,0.289,0.008,0.0,12.96,0,1985,Italy
56639056,1.282,6.412,0.277,0.008,0.0,13.02,0,1986,Italy
56644528,1.281,6.71,0.281,0.008,0.0,13.11,0,1987,Italy
56670880,1.264,6.811,0.275,0.008,0.0,13.45,0,1988,Italy
56711524,1.264,7.137,0.28,0.008,0.0,13.2,0,1989,Italy
56756560,1.257,7.733,0.297,0.009,448.74,13.59,0,1990,Italy
56794488,1.268,7.719,0.291,0.009,446.29,12.7,0,1991,Italy
56833184,1.244,7.72,0.286,0.009,443.29,13.45,0,1992,Italy
56869456,1.219,7.582,0.282,0.009,437.33,13.34,0,1993,Italy
56883820,1.183,7.479,0.27,0.009,432.43,14.27,0,1994,Italy
56885124,1.188,7.901,0.276,0.01,457.83,13.2,0,1995,Italy
56898972,1.164,7.797,0.267,0.01,454.39,12.98,0,1996,Italy
56925808,1.155,7.895,0.264,0.01,458.26,13.84,0,1997,Italy
56938736,1.155,8.108,0.265,0.01,469.67,13.69,0,1998,Italy
56945064,1.161,8.19,0.261,0.011,477.2,13.76,0,1999,Italy
56966400,1.126,8.26,0.252,0.011,482.62,14.14,0,2000,Italy
56994992,1.098,8.256,0.246,0.011,481.01,13.95,0,2001,Italy
57107576,1.08,8.37,0.248,0.011,490.3,13.95,0,2002,Italy
57425176,1.105,8.637,0.255,0.011,509.1,14.25,0,2003,Italy
57860664,1.105,8.67,0.252,0.012,520.78,13.59,0,2004,Italy
58199876,1.088,8.631,0.248,0.012,522.1,13.03,0,2005,Italy
58429904,1.054,8.505,0.239,0.012,510.16,13.8,0,2006,Italy
58778480,1.012,8.347,0.231,0.012,503.32,14.14,0,2007,Italy
59224228,0.998,8.089,0.226,0.012,488.28,13.98,0,2008,Italy
59562844,0.979,7.135,0.211,0.013,439.28,14.07,0,2009,Italy
59822452,0.988,7.297,0.212,0.013,447.87,13.34,1720,2010,Italy
60025952,0.957,7.076,0.203,0.013,437.33,14.19,1864,2011,Italy
60190152,0.958,6.716,0.199,0.013,419.16,14.16,3323,2012,Italy
60312600,0.932,6.139,0.186,0.013,387.19,13.99,4801,2013,Italy
60322792,0.883,5.804,0.175,0.013,367.54,14.57,6950,2014,Italy
60232908,0.902,6.009,0.18,0.014,379.14,14.59,10483,2015,Italy
60118628,0.899,5.968,0.177,0.014,396.47,14.39,14980,2016,Italy
60004024,0.894,5.89,0.171,0.014,391.2,14.34,22101,2017,Italy
59877432,0.892,5.842,0.168,0.014,386.15,14.67,37436,2018,Italy
59727936,0.0,5.699,0.0,0.014,377.08,14.58,64106,2019,Italy
59500576,0.0,5.097,0.0,0.014,339.21,14.56,167393,2020,Italy
59240336,0.0,5.693,0.0,0.014,0.0,14.27,382288,2021,Italy
59037472,0.0,5.727,0.0,0.0,0.0,15.27,483800,2022,Italy
695058,0.0,0.0,0.0,0.0,0.0,4.6,0,1830,Latvia
706453,0.0,0.0,0.0,0.0,0.0,5.18,0,1831,Latvia
718035,0.0,0.0,0.0,0.0,0.0,4.46,0,1832,Latvia
729807,0.0,0.0,0.0,0.0,0.0,5.65,0,1833,Latvia
962199,0.0,0.001,0.0,0.0,0.0,4.77,0,1850,Latvia
977785,0.0,0.0,0.0,0.0,0.0,5.52,0,1851,Latvia
993623,0.0,0.0,0.0,0.0,0.0,4.62,0,1852,Latvia
1009718,0.0,0.0,0.0,0.0,0.0,4.91,0,1853,Latvia
1026073,0.0,0.0,0.0,0.0,0.0,5.36,0,1854,Latvia
1042693,0.0,0.002,0.0,0.0,0.0,4.01,0,1855,Latvia
1059583,0.0,0.0,0.0,0.0,0.0,4.18,0,1856,Latvia
1076746,0.0,0.0,0.0,0.0,0.0,5.5,0,1857,Latvia
1094187,0.0,0.003,0.0,0.0,0.0,5.53,0,1858,Latvia
1111910,0.0,0.003,0.0,0.0,0.0,6.21,0,1859,Latvia
1129921,0.0,0.004,0.0,0.0,0.0,5.02,0,1860,Latvia
1148223,0.0,0.005,0.0,0.0,0.0,5.0,0,1861,Latvia
1166822,0.0,0.004,0.0,0.0,0.0,3.22,0,1862,Latvia
1185722,0.0,0.005,0.0,0.0,0.0,6.6,0,1863,Latvia
1204928,0.0,0.005,0.0,0.0,0.0,4.37,0,1864,Latvia
1224444,0.0,0.005,0.0,0.0,0.0,4.73,0,1865,Latvia
1244278,0.0,0.015,0.0,0.0,0.0,5.72,0,1866,Latvia
1264432,0.0,0.017,0.0,0.0,0.0,3.4,0,1867,Latvia
1284912,0.0,0.014,0.0,0.0,0.0,5.76,0,1868,Latvia
1305725,0.0,0.018,0.0,0.0,0.0,5.83,0,1869,Latvia
1326874,0.0,0.019,0.0,0.0,0.0,4.02,0,1870,Latvia
1348366,0.0,0.026,0.0,0.0,0.0,3.39,0,1871,Latvia
1370206,0.0,0.026,0.0,0.0,0.0,6.5,0,1872,Latvia
1392400,0.0,0.024,0.0,0.0,0.0,5.92,0,1873,Latvia
1414953,0.0,0.029,0.0,0.0,0.0,5.41,0,1874,Latvia
1437871,0.0,0.032,0.0,0.0,0.0,3.17,0,1875,Latvia
1461160,0.0,0.04,0.0,0.0,0.0,4.13,0,1876,Latvia
1484827,0.0,0.04,0.0,0.0,0.0,4.32,0,1877,Latvia
1508877,0.0,0.051,0.0,0.0,0.0,6.03,0,1878,Latvia
1533316,0.0,0.052,0.0,0.0,0.0,4.59,0,1879,Latvia
1558152,0.0,0.06,0.0,0.0,0.0,5.01,0,1880,Latvia
1583389,0.0,0.062,0.0,0.0,0.0,3.87,0,1881,Latvia
1609035,0.0,0.064,0.0,0.0,0.0,6.12,0,1882,Latvia
1635097,0.0,0.072,0.0,0.0,0.0,5.22,0,1883,Latvia
1661580,0.0,0.072,0.0,0.0,0.0,5.39,0,1884,Latvia
1688492,0.0,0.077,0.0,0.0,0.0,5.19,0,1885,Latvia
1715841,0.0,0.078,0.0,0.0,0.0,5.15,0,1886,Latvia
1743632,0.0,0.081,0.0,0.0,0.0,5.45,0,1887,Latvia
1771873,0.0,0.083,0.0,0.0,0.0,3.39,0,1888,Latvia
1800571,0.0,0.088,0.0,0.0,0.0,4.94,0,1889,Latvia
1829735,0.0,0.098,0.0,0.0,0.0,5.86,0,1890,Latvia
1859370,0.0,0.106,0.0,0.0,0.0,5.41,0,1891,Latvia
1889486,0.0,0.111,0.0,0.0,0.0,4.29,0,1892,Latvia
1920089,0.0,0.128,0.0,0.0,0.0,3.69,0,1893,Latvia
1951188,0.0,0.128,0.0,0.0,0.0,5.8,0,1894,Latvia
1982790,0.0,0.145,0.0,0.0,0.0,4.86,0,1895,Latvia
2014904,0.0,0.145,0.0,0.0,0.0,5.65,0,1896,Latvia
2047538,0.0,0.165,0.0,0.0,0.0,5.83,0,1897,Latvia
2080701,0.0,0.182,0.0,0.0,0.0,5.8,0,1898,Latvia
2114401,0.0,0.208,0.0,0.0,0.0,5.14,0,1899,Latvia
2148646,0.0,0.232,0.0,0.0,0.0,5.0,0,1900,Latvia
2183446,0.0,0.234,0.0,0.0,0.0,5.73,0,1901,Latvia
2218809,0.0,0.223,0.0,0.0,0.0,3.59,0,1902,Latvia
2254746,0.0,0.214,0.0,0.0,0.0,6.3,0,1903,Latvia
2291264,0.0,0.235,0.0,0.0,0.0,4.58,0,1904,Latvia
2328373,0.0,0.206,0.0,0.0,0.0,5.53,0,1905,Latvia
2366084,0.0,0.231,0.0,0.0,0.0,6.12,0,1906,Latvia
2404405,0.0,0.255,0.0,0.0,0.0,4.25,0,1907,Latvia
2443347,0.0,0.253,0.0,0.0,0.0,4.82,0,1908,Latvia
2458540,0.0,0.265,0.0,0.0,0.0,4.69,0,1909,Latvia
2450389,0.0,0.261,0.0,0.0,0.0,6.58,0,1910,Latvia
2419277,0.0,0.274,0.0,0.0,0.0,5.59,0,1911,Latvia
2365569,0.0,0.317,0.0,0.0,0.0,4.76,0,1912,Latvia
2289615,0.0,0.356,0.0,0.0,0.0,6.25,0,1913,Latvia
2216099,0.0,0.332,0.0,0.0,0.0,6.27,0,1914,Latvia
2144944,0.0,0.315,0.0,0.0,0.0,4.15,0,1915,Latvia
2076073,0.0,0.347,0.0,0.0,0.0,5.45,0,1916,Latvia
2009414,0.0,0.33,0.0,0.0,0.0,4.43,0,1917,Latvia
1945275,0.0,0.136,0.0,0.0,0.0,5.53,0,1918,Latvia
1895880,0.0,0.119,0.0,0.0,0.0,4.62,0,1919,Latvia
1860798,0.0,0.111,0.0,0.0,0.0,6.37,0,1920,Latvia
1839607,0.0,0.121,0.0,0.0,0.0,5.73,0,1921,Latvia
1831902,0.0,0.149,0.0,0.0,0.0,4.52,0,1922,Latvia
1837292,0.0,0.164,0.0,0.0,0.0,4.88,0,1923,Latvia
1842696,0.0,0.194,0.0,0.0,0.0,5.15,0,1924,Latvia
1848117,0.0,0.191,0.0,0.0,0.0,6.24,0,1925,Latvia
1853554,0.0,0.276,0.0,0.0,0.0,5.14,0,1926,Latvia
1859007,0.0,0.342,0.0,0.0,0.0,5.06,0,1927,Latvia
1864476,0.0,0.377,0.0,0.0,0.0,5.07,0,1928,Latvia
1869852,0.0,0.404,0.0,0.0,0.0,4.48,0,1929,Latvia
1875135,0.0,0.551,0.0,0.0,0.0,6.42,0,1930,Latvia
1880325,0.0,0.661,0.0,0.0,0.0,4.55,0,1931,Latvia
1885420,0.0,0.741,0.0,0.0,0.0,6.15,0,1932,Latvia
1890421,0.0,0.825,0.0,0.0,0.0,4.62,0,1933,Latvia
1895435,0.0,0.993,0.0,0.0,0.0,7.36,0,1934,Latvia
1900462,0.0,1.121,0.0,0.0,0.0,5.76,0,1935,Latvia
1905503,0.0,1.279,0.0,0.0,0.0,6.62,0,1936,Latvia
1910557,0.0,1.304,0.0,0.0,0.0,6.35,0,1937,Latvia
1915624,0.0,1.37,0.0,0.0,0.0,7.03,0,1938,Latvia
1919396,0.0,1.383,0.0,0.0,0.0,6.25,0,1939,Latvia
1921871,0.0,1.674,0.0,0.0,0.0,3.83,0,1940,Latvia
1923045,0.0,1.471,0.0,0.0,0.0,3.07,0,1941,Latvia
1922916,0.0,0.8,0.0,0.0,0.0,3.36,0,1942,Latvia
1921482,0.0,0.836,0.0,0.0,0.0,6.64,0,1943,Latvia
1920049,0.0,1.213,0.0,0.0,0.0,6.34,0,1944,Latvia
1918617,0.0,1.284,0.0,0.0,0.0,5.54,0,1945,Latvia
1917186,0.0,1.444,0.0,0.0,0.0,5.65,0,1946,Latvia
1915756,0.0,1.74,0.0,0.0,0.0,5.01,0,1947,Latvia
1914327,0.0,1.852,0.0,0.0,0.0,6.52,0,1948,Latvia
1916573,0.0,2.103,0.0,0.0,0.0,7.29,0,1949,Latvia
1922524,0.0,2.336,0.0,0.0,0.0,5.9,0,1950,Latvia
1944999,0.0,2.502,0.0,0.0,0.0,5.76,0,1951,Latvia
1967170,0.0,2.65,0.0,0.0,0.0,5.07,0,1952,Latvia
1988469,0.0,2.774,0.0,0.0,0.0,6.08,0,1953,Latvia
2010067,0.0,2.996,0.0,0.0,0.0,5.4,0,1954,Latvia
2032506,0.0,3.36,0.0,0.0,0.0,5.14,0,1955,Latvia
2054645,0.0,3.646,0.0,0.0,0.0,4.03,0,1956,Latvia
2077358,0.0,3.946,0.0,0.0,0.0,6.47,0,1957,Latvia
2101587,0.0,4.164,0.0,0.0,0.0,5.25,0,1958,Latvia
2127087,0.0,4.326,0.0,0.0,0.0,6.54,0,1959,Latvia
2154253,0.0,4.449,0.0,0.0,0.0,5.67,0,1960,Latvia
2182716,0.0,4.53,0.0,0.0,0.0,7.11,0,1961,Latvia
2210152,0.0,4.697,0.0,0.0,0.0,5.23,0,1962,Latvia
2236423,0.0,4.979,0.0,0.0,0.0,4.81,0,1963,Latvia
2262862,0.0,5.234,0.0,0.0,0.0,5.69,0,1964,Latvia
2287813,0.0,5.493,0.0,0.0,0.0,4.87,0,1965,Latvia
2310943,0.0,5.743,0.0,0.0,0.0,5.19,0,1966,Latvia
2333511,0.0,5.949,0.0,0.0,0.0,6.27,0,1967,Latvia
2355476,0.0,6.061,0.0,0.0,0.0,5.33,0,1968,Latvia
2376691,0.0,6.257,0.0,0.0,0.0,4.27,0,1969,Latvia
2397412,0.0,6.526,0.0,0.001,0.0,4.96,0,1970,Latvia
2418302,0.0,6.868,0.0,0.001,0.0,6.29,0,1971,Latvia
2438490,0.0,7.171,0.0,0.001,0.0,6.48,0,1972,Latvia
2457030,0.0,7.422,0.602,0.001,0.0,6.18,0,1973,Latvia
2475080,0.0,7.654,0.0,0.001,0.0,6.72,0,1974,Latvia
2492531,0.0,7.993,0.0,0.001,0.0,7.69,0,1975,Latvia
2508852,0.0,8.247,0.0,0.001,0.0,4.44,0,1976,Latvia
2524842,0.0,8.475,0.0,0.001,0.0,5.57,0,1977,Latvia
2540598,0.0,8.713,0.0,0.001,0.0,4.74,0,1978,Latvia
2556226,0.0,8.731,0.0,0.001,0.0,5.38,0,1979,Latvia
2572039,0.0,9.019,0.669,0.001,0.0,4.89,0,1980,Latvia
2588054,0.0,8.798,0.642,0.001,0.0,5.97,0,1981,Latvia
2604944,0.0,8.905,0.641,0.001,0.0,6.25,0,1982,Latvia
2623160,0.0,8.972,0.637,0.001,0.0,7.08,0,1983,Latvia
2640609,0.0,8.994,0.625,0.001,0.0,6.34,0,1984,Latvia
2655099,2.857,9.642,0.688,0.001,0.0,4.36,0,1985,Latvia
2668865,2.586,9.027,0.631,0.001,0.0,5.65,0,1986,Latvia
2681830,2.369,7.396,0.521,0.001,0.0,4.09,0,1987,Latvia
2690475,2.146,7.213,0.49,0.001,0.0,6.4,0,1988,Latvia
2693388,2.036,6.728,0.434,0.001,0.0,7.88,0,1989,Latvia
2689398,2.054,7.311,0.467,0.001,15.09,7.6,0,1990,Latvia
2678970,2.182,6.689,0.491,0.001,13.36,6.9,0,1991,Latvia
2662885,2.318,5.331,0.577,0.001,10.6,7.13,0,1992,Latvia
2638889,2.272,4.518,0.551,0.001,7.43,5.85,0,1993,Latvia
2606464,2.17,3.979,0.473,0.001,4.46,6.15,0,1994,Latvia
2570150,2.059,3.554,0.422,0.001,2.89,6.78,0,1995,Latvia
2534288,1.886,3.635,0.419,0.001,2.89,5.15,0,1996,Latvia
2498881,1.757,3.474,0.365,0.001,2.34,6.44,0,1997,Latvia
2462333,1.808,3.374,0.33,0.001,1.95,6.19,0,1998,Latvia
2426357,1.508,3.181,0.302,0.001,1.41,7.34,0,1999,Latvia
2392536,1.41,2.96,0.264,0.001,0.88,7.74,0,2000,Latvia
2359255,1.437,3.178,0.265,0.001,0.2,6.74,0,2001,Latvia
2326150,1.364,3.233,0.25,0.001,0.25,7.16,0,2002,Latvia
2294342,1.252,3.368,0.239,0.001,0.55,6.48,0,2003,Latvia
2263453,1.309,3.416,0.222,0.001,0.58,6.52,0,2004,Latvia
2233165,1.229,3.498,0.204,0.001,0.78,6.52,0,2005,Latvia
2203917,1.05,3.771,0.196,0.001,1.35,7.19,0,2006,Latvia
2176059,0.992,3.97,0.187,0.001,1.81,7.48,0,2007,Latvia
2150411,1.044,3.813,0.185,0.001,1.52,7.91,0,2008,Latvia
2126268,1.164,3.507,0.198,0.001,0.75,6.7,0,2009,Latvia
2101537,1.381,4.071,0.238,0.001,1.94,5.83,0,2010,Latvia
2076974,1.168,3.761,0.206,0.001,12.46,7.43,0,2011,Latvia
2053635,1.164,3.662,0.19,0.001,12.28,6.21,0,2012,Latvia
2031491,1.092,3.628,0.182,0.001,12.2,7.3,0,2013,Latvia
2011040,0.985,3.567,0.173,0.001,12.1,7.7,0,2014,Latvia
1991951,0.982,3.646,0.171,0.001,12.15,8.18,26,2015,Latvia
1973477,1.028,3.654,0.167,0.001,11.85,7.43,40,2016,Latvia
1954861,1.09,3.691,0.161,0.001,11.78,7.16,40,2017,Latvia
1935632,0.93,4.062,0.168,0.001,12.33,7.96,90,2018,Latvia
1916552,0.0,3.992,0.0,0.001,12.17,8.54,98,2019,Latvia
1897057,0.0,3.69,0.0,0.001,11.53,9.17,383,2020,Latvia
1873926,0.0,3.864,0.0,0.001,0.0,7.27,550,2021,Latvia
1850654,0.0,3.562,0.0,0.0,0.0,7.73,1400,2022,Latvia
901892,0.0,0.0,0.0,0.0,0.0,5.22,0,1830,Lithuania
915221,0.0,0.0,0.0,0.0,0.0,5.82,0,1831,Lithuania
928747,0.0,0.0,0.0,0.0,0.0,4.78,0,1832,Lithuania
942473,0.0,0.0,0.0,0.0,0.0,6.19,0,1833,Lithuania
1209445,0.0,0.001,0.0,0.0,0.0,5.43,0,1850,Lithuania
1227363,0.0,0.0,0.0,0.0,0.0,6.12,0,1851,Lithuania
1245548,0.0,0.0,0.0,0.0,0.0,5.52,0,1852,Lithuania
1264001,0.0,0.0,0.0,0.0,0.0,5.37,0,1853,Lithuania
1282728,0.0,0.0,0.0,0.0,0.0,5.86,0,1854,Lithuania
1301733,0.0,0.003,0.0,0.0,0.0,4.41,0,1855,Lithuania
1321019,0.0,0.0,0.0,0.0,0.0,5.08,0,1856,Lithuania
1340590,0.0,0.0,0.0,0.0,0.0,6.12,0,1857,Lithuania
1360452,0.0,0.004,0.0,0.0,0.0,5.71,0,1858,Lithuania
1380608,0.0,0.004,0.0,0.0,0.0,6.87,0,1859,Lithuania
1401063,0.0,0.005,0.0,0.0,0.0,5.66,0,1860,Lithuania
1421820,0.0,0.006,0.0,0.0,0.0,5.7,0,1861,Lithuania
1442886,0.0,0.006,0.0,0.0,0.0,4.07,0,1862,Lithuania
