population,energy_per_gdp,co2_per_capita,co2_per_gdp,temperature_change_from_ghg,total_ghg,avg_temp,EV,year,country
1179959,0.0,9.717,0.0,0.0,0.0,3.6,0,1956,Estonia
1190798,0.0,10.538,0.0,0.0,0.0,5.81,0,1957,Estonia
1199877,0.0,11.163,0.0,0.0,0.0,4.43,0,1958,Estonia
1207081,0.0,11.669,0.0,0.0,0.0,6.05,0,1959,Estonia
1218073,0.0,12.041,0.0,0.0,0.0,5.01,0,1960,Estonia
1233247,0.0,12.265,0.0,0.0,0.0,6.72,0,1961,Estonia
1248165,0.0,12.718,0.0,0.0,0.0,4.77,0,1962,Estonia
1262540,0.0,13.482,0.0,0.0,0.0,4.33,0,1963,Estonia
1277336,0.0,14.17,0.0,0.0,0.0,5.31,0,1964,Estonia
1292004,0.0,14.86,0.0,0.0,0.0,4.59,0,1965,Estonia
1305809,0.0,15.527,0.0,0.0,0.0,4.2,0,1966,Estonia
1319747,0.0,16.063,0.0,0.0,0.0,5.61,0,1967,Estonia
1334232,0.0,16.332,0.0,0.0,0.0,4.8,0,1968,Estonia
1348708,0.0,16.824,0.0,0.0,0.0,3.87,0,1969,Estonia
1362004,0.0,17.526,0.0,0.0,0.0,4.43,0,1970,Estonia
1374799,0.0,18.428,0.0,0.0,0.0,5.58,0,1971,Estonia
1387624,0.0,19.214,0.0,0.0,0.0,6.09,0,1972,Estonia
1399859,0.0,19.856,1.428,0.0,0.0,5.68,0,1973,Estonia
1412123,0.0,20.438,0.0,0.001,0.0,6.5,0,1974,Estonia
1424043,0.0,21.309,0.0,0.001,0.0,7.17,0,1975,Estonia
1435356,0.0,21.954,0.0,0.001,0.0,3.95,0,1976,Estonia
1447123,0.0,22.516,0.0,0.001,0.0,4.9,0,1977,Estonia
1458858,0.0,23.098,0.0,0.001,0.0,4.0,0,1978,Estonia
1468657,0.0,23.133,0.0,0.001,0.0,4.97,0,1979,Estonia
1476989,0.0,23.909,1.584,0.001,0.0,4.63,0,1980,Estonia
1485771,0.0,23.314,1.499,0.001,0.0,5.36,0,1981,Estonia
1495377,0.0,23.602,1.473,0.001,0.0,5.7,0,1982,Estonia
1505721,0.0,23.775,1.445,0.001,0.0,6.44,0,1983,Estonia
1516125,0.0,23.823,1.421,0.001,0.0,6.0,0,1984,Estonia
1525790,4.655,25.534,1.531,0.001,0.0,3.8,0,1985,Estonia
1536031,4.509,25.213,1.481,0.001,0.0,5.14,0,1986,Estonia
1547709,4.533,24.894,1.459,0.001,0.0,3.5,0,1987,Estonia
1559598,4.245,24.727,1.392,0.001,0.0,5.97,0,1988,Estonia
1568053,4.109,25.105,1.334,0.001,0.0,7.5,0,1989,Estonia
1570676,4.713,23.506,1.364,0.001,39.39,7.0,0,1990,Estonia
1565621,4.87,21.811,1.425,0.001,36.56,6.51,0,1991,Estonia
1540386,4.017,15.854,1.205,0.001,27.39,6.68,0,1992,Estonia
1504446,3.705,12.921,1.066,0.001,22.35,5.34,0,1993,Estonia
1475730,3.882,13.583,1.135,0.001,22.29,5.48,0,1994,Estonia
1452777,3.359,12.432,0.976,0.001,20.09,6.42,0,1995,Estonia
1434670,3.442,13.273,0.993,0.001,21.0,4.77,0,1996,Estonia
1421491,3.082,13.143,0.885,0.001,21.36,6.04,0,1997,Estonia
1411151,2.698,12.005,0.784,0.001,20.08,5.61,0,1998,Estonia
1403494,2.548,11.356,0.756,0.001,19.49,6.71,0,1999,Estonia
1396881,2.418,11.083,0.675,0.001,19.05,7.27,0,2000,Estonia
1388000,2.409,11.442,0.662,0.001,19.38,6.22,0,2001,Estonia
1379241,2.299,11.144,0.613,0.001,18.98,6.49,0,2002,Estonia
1370663,2.372,12.595,0.652,0.001,20.88,5.91,0,2003,Estonia
1362489,2.314,12.718,0.626,0.001,21.09,6.15,0,2004,Estonia
1354665,2.162,12.621,0.573,0.001,21.09,6.2,0,2005,Estonia
1346711,1.969,12.211,0.508,0.001,20.41,6.76,0,2006,Estonia
1340576,2.15,14.876,0.581,0.001,24.18,7.03,0,2007,Estonia
1337013,2.126,13.33,0.558,0.001,21.92,7.5,0,2008,Estonia
1334557,2.192,10.803,0.538,0.001,18.43,6.2,0,2009,Estonia
1331535,2.714,14.251,0.704,0.001,23.03,5.14,0,2010,Estonia
1327435,2.557,14.28,0.664,0.001,18.16,7.09,0,2011,Estonia
1322682,2.469,13.436,0.597,0.001,16.7,5.58,0,2012,Estonia
1317985,2.566,14.917,0.651,0.001,18.58,7.02,0,2013,Estonia
1314531,2.389,14.323,0.607,0.001,17.33,7.3,0,2014,Estonia
1314658,2.179,12.037,0.503,0.001,14.12,7.88,34,2015,Estonia
1315928,2.214,13.29,0.547,0.001,23.59,6.89,35,2016,Estonia
1317550,2.322,14.222,0.554,0.001,24.49,6.74,46,2017,Estonia
1322146,2.199,13.527,0.505,0.001,23.45,7.47,118,2018,Estonia
1327039,0.0,9.287,0.0,0.001,17.8,7.86,97,2019,Estonia
1329449,0.0,6.949,0.0,0.001,14.83,8.78,415,2020,Estonia
1328704,0.0,7.842,0.0,0.001,0.0,6.88,720,2021,Estonia
1326064,0.0,7.776,0.0,0.0,0.0,7.38,1160,2022,Estonia
1622623,0.0,0.0,0.0,0.0,0.0,0.51,0,1850,Finland
1636889,0.0,0.0,0.0,0.0,0.0,1.59,0,1851,Finland
1649431,0.0,0.0,0.0,0.0,0.0,0.42,0,1852,Finland
1660217,0.0,0.0,0.0,0.0,0.0,1.58,0,1853,Finland
1671073,0.0,0.0,0.0,0.0,0.0,1.64,0,1854,Finland
1682000,0.0,0.0,0.0,0.0,0.0,0.17,0,1855,Finland
1692999,0.0,0.0,0.0,0.0,0.0,-0.95,0,1856,Finland
1704069,0.0,0.0,0.0,0.0,0.0,0.91,0,1857,Finland
1715212,0.0,0.0,0.0,0.0,0.0,2.04,0,1858,Finland
1724467,0.0,0.0,0.0,0.0,0.0,1.88,0,1859,Finland
1731819,0.0,0.021,0.014,0.0,0.0,0.57,0,1860,Finland
1737255,0.0,0.042,0.027,0.0,0.0,1.2,0,1861,Finland
1740760,0.0,0.042,0.029,0.0,0.0,-0.63,0,1862,Finland
1742320,0.0,0.044,0.028,0.0,0.0,2.53,0,1863,Finland
1743882,0.0,0.027,0.017,0.0,0.0,0.19,0,1864,Finland
1745445,0.0,0.036,0.022,0.0,0.0,0.47,0,1865,Finland
1747009,0.0,0.04,0.025,0.0,0.0,0.54,0,1866,Finland
1748575,0.0,0.036,0.024,0.0,0.0,-1.54,0,1867,Finland
1750142,0.0,0.05,0.031,0.0,0.0,1.22,0,1868,Finland
1756848,0.0,0.04,0.023,0.0,0.0,1.62,0,1869,Finland
1768777,0.0,0.052,0.029,0.0,0.0,0.46,0,1870,Finland
1786015,0.0,0.064,0.035,0.0,0.0,-0.62,0,1871,Finland
1808650,0.0,0.051,0.028,0.0,0.0,1.78,0,1872,Finland
1836768,0.0,0.048,0.025,0.0,0.0,1.24,0,1873,Finland
1865324,0.0,0.067,0.035,0.0,0.0,1.53,0,1874,Finland
1894323,0.0,0.044,0.023,0.0,0.0,-0.59,0,1875,Finland
1923774,0.0,0.05,0.025,0.0,0.0,0.14,0,1876,Finland
1953682,0.0,0.058,0.03,0.0,0.0,-0.02,0,1877,Finland
1984055,0.0,0.065,0.035,0.0,0.0,1.91,0,1878,Finland
2014465,0.0,0.038,0.021,0.0,0.0,0.73,0,1879,Finland
2044905,0.0,0.048,0.026,0.0,0.0,0.7,0,1880,Finland
2075370,0.0,0.048,0.027,0.0,0.0,-0.48,0,1881,Finland
2105853,0.0,0.057,0.03,0.0,0.0,1.94,0,1882,Finland
2136348,0.0,0.055,0.028,0.0,0.0,2.1,0,1883,Finland
2167285,0.0,0.066,0.034,0.0,0.0,1.26,0,1884,Finland
2198670,0.0,0.1,0.051,0.0,0.0,0.43,0,1885,Finland
2230510,0.0,0.057,0.028,0.0,0.0,1.49,0,1886,Finland
2262810,0.0,0.057,0.028,0.0,0.0,1.71,0,1887,Finland
2295579,0.0,0.053,0.025,0.0,0.0,-0.87,0,1888,Finland
2327324,0.0,0.069,0.033,0.0,0.0,1.81,0,1889,Finland
2358016,0.0,0.089,0.04,0.0,0.0,2.19,0,1890,Finland
2387621,0.0,0.092,0.043,0.0,0.0,1.26,0,1891,Finland
2416106,0.0,0.08,0.039,0.0,0.0,-0.31,0,1892,Finland
2443438,0.0,0.079,0.037,0.0,0.0,-0.74,0,1893,Finland
2471079,0.0,0.089,0.039,0.0,0.0,2.36,0,1894,Finland
2499032,0.0,0.094,0.04,0.0,0.0,0.85,0,1895,Finland
2527302,0.0,0.117,0.047,0.0,0.0,1.81,0,1896,Finland
2555892,0.0,0.202,0.078,0.0,0.0,1.59,0,1897,Finland
2584805,0.0,0.189,0.071,0.0,0.0,1.19,0,1898,Finland
2613453,0.0,0.282,0.11,0.0,0.0,-0.27,0,1899,Finland
2641827,0.0,0.227,0.085,0.0,0.0,0.0,0,1900,Finland
2669917,0.0,0.158,0.061,0.0,0.0,1.59,0,1901,Finland
2697715,0.0,0.148,0.059,0.0,0.0,-0.96,0,1902,Finland
2725211,0.0,0.188,0.071,0.0,0.0,1.88,0,1903,Finland
2752987,0.0,0.192,0.07,0.0,0.0,0.56,0,1904,Finland
2781046,0.0,0.211,0.076,0.0,0.0,1.5,0,1905,Finland
2809391,0.0,0.219,0.077,0.0,0.0,1.85,0,1906,Finland
2838025,0.0,0.312,0.108,0.0,0.0,1.01,0,1907,Finland
2866950,0.0,0.491,0.169,0.0,0.0,1.17,0,1908,Finland
2894148,0.0,0.443,0.147,0.0,0.0,1.1,0,1909,Finland
2919587,0.0,0.364,0.119,0.0,0.0,2.13,0,1910,Finland
2943234,0.0,0.447,0.144,0.0,0.0,1.76,0,1911,Finland
2965059,0.0,0.5,0.154,0.0,0.0,0.29,0,1912,Finland
2985029,0.0,0.557,0.163,0.0,0.0,1.69,0,1913,Finland
3005133,0.0,0.229,0.071,0.0,0.0,1.9,0,1914,Finland
3025373,0.0,0.035,0.011,0.0,0.0,-0.86,0,1915,Finland
3045749,0.0,0.059,0.019,0.001,0.0,1.09,0,1916,Finland
3066262,0.0,0.039,0.015,0.001,0.0,0.29,0,1917,Finland
3086976,0.0,0.024,0.011,0.001,0.0,1.4,0,1918,Finland
3109646,0.0,0.077,0.029,0.001,0.0,0.68,0,1919,Finland
3134300,0.0,0.088,0.03,0.001,0.0,3.02,0,1920,Finland
3160971,0.0,0.089,0.03,0.001,0.0,1.64,0,1921,Finland
3189690,0.0,0.223,0.068,0.001,0.0,1.06,0,1922,Finland
3220489,0.0,0.458,0.131,0.001,0.0,0.87,0,1923,Finland
3251585,0.0,0.536,0.15,0.001,0.0,1.86,0,1924,Finland
3282981,0.0,0.521,0.14,0.001,0.0,1.86,0,1925,Finland
3314680,0.0,0.482,0.125,0.001,0.0,0.55,0,1926,Finland
3346685,0.0,0.852,0.208,0.001,0.0,0.88,0,1927,Finland
3379000,0.0,0.926,0.213,0.001,0.0,1.17,0,1928,Finland
3409794,0.0,0.983,0.226,0.001,0.0,1.3,0,1929,Finland
3439039,0.0,0.77,0.181,0.001,0.0,2.72,0,1930,Finland
3466709,0.0,0.869,0.211,0.001,0.0,1.19,0,1931,Finland
3492774,0.0,0.865,0.212,0.001,0.0,2.46,0,1932,Finland
3517206,0.0,0.917,0.212,0.001,0.0,1.36,0,1933,Finland
3541810,0.0,1.116,0.234,0.001,0.0,3.47,0,1934,Finland
3566585,0.0,0.986,0.199,0.001,0.0,2.09,0,1935,Finland
3591534,0.0,1.382,0.264,0.001,0.0,2.3,0,1936,Finland
3616657,0.0,1.875,0.341,0.001,0.0,2.97,0,1937,Finland
3641956,0.0,1.564,0.272,0.001,0.0,3.83,0,1938,Finland
3668252,0.0,1.328,0.243,0.001,0.0,1.99,0,1939,Finland
3695558,0.0,0.626,0.122,0.001,0.0,0.63,0,1940,Finland
3723889,0.0,0.871,0.166,0.001,0.0,-0.49,0,1941,Finland
3753257,0.0,0.749,0.143,0.001,0.0,0.18,0,1942,Finland
3783678,0.0,1.043,0.18,0.001,0.0,3.38,0,1943,Finland
3814345,0.0,0.714,0.124,0.001,0.0,2.75,0,1944,Finland
3845261,0.0,0.166,0.031,0.001,0.0,1.28,0,1945,Finland
3876427,0.0,0.847,0.147,0.001,0.0,2.05,0,1946,Finland
3907846,0.0,1.395,0.238,0.001,0.0,1.21,0,1947,Finland
3939520,0.0,2.147,0.343,0.001,0.0,2.68,0,1948,Finland
3972991,0.0,1.242,0.188,0.001,0.0,3.29,0,1949,Finland
4008294,0.0,1.633,0.241,0.001,0.0,2.49,0,1950,Finland
4047494,0.0,1.971,0.271,0.001,0.0,2.01,0,1951,Finland
4090784,0.0,2.116,0.284,0.001,0.0,1.41,0,1952,Finland
4139776,0.0,1.828,0.247,0.001,0.0,3.0,0,1953,Finland
4187367,0.0,2.186,0.274,0.001,0.0,2.53,0,1954,Finland
4235412,0.0,2.58,0.311,0.001,0.0,-0.06,0,1955,Finland
4282284,0.0,2.841,0.337,0.001,0.0,0.05,0,1956,Finland
4324585,0.0,2.831,0.324,0.001,0.0,2.28,0,1957,Finland
4360275,0.0,2.433,0.279,0.001,0.0,0.74,0,1958,Finland
4395239,0.0,3.084,0.336,0.001,0.0,2.8,0,1959,Finland
4430178,0.0,3.405,0.343,0.001,0.0,2.03,0,1960,Finland
4461532,0.0,3.345,0.315,0.001,0.0,3.27,0,1961,Finland
4492177,0.0,3.738,0.344,0.001,0.0,1.15,0,1962,Finland
4524291,0.0,4.274,0.383,0.001,0.0,1.46,0,1963,Finland
4549558,0.0,5.018,0.431,0.001,0.0,2.07,0,1964,Finland
4564582,2.068,5.543,0.453,0.001,0.0,1.09,0,1965,Finland
4581791,2.299,6.436,0.516,0.001,0.0,-0.14,0,1966,Finland
4607106,2.37,6.205,0.49,0.001,0.0,2.23,0,1967,Finland
4627786,2.514,7.192,0.558,0.001,0.0,0.64,0,1968,Finland
4624400,2.521,8.195,0.579,0.002,0.0,0.72,0,1969,Finland
4606621,2.584,8.76,0.574,0.002,0.0,1.38,0,1970,Finland
4612433,2.599,8.789,0.565,0.002,0.0,1.04,0,1971,Finland
4639834,2.546,9.506,0.571,0.002,0.0,3.1,0,1972,Finland
4666168,2.629,10.57,0.598,0.002,0.0,1.87,0,1973,Finland
4690582,2.448,9.937,0.549,0.002,0.0,3.59,0,1974,Finland
4711384,2.459,9.769,0.536,0.002,0.0,3.2,0,1975,Finland
4725523,2.619,10.834,0.598,0.002,0.0,0.53,0,1976,Finland
4738738,2.762,10.58,0.585,0.002,0.0,1.35,0,1977,Finland
4752401,2.808,10.905,0.592,0.002,0.0,0.27,0,1978,Finland
4764568,2.838,11.383,0.579,0.002,0.0,1.63,0,1979,Finland
4779423,2.683,12.164,0.589,0.002,0.0,1.1,0,1980,Finland
4799868,2.659,10.709,0.512,0.002,0.0,1.03,0,1981,Finland
4826860,2.543,8.904,0.414,0.002,0.0,2.01,0,1982,Finland
4855738,2.453,8.539,0.389,0.002,0.0,2.22,0,1983,Finland
4881748,2.481,8.634,0.384,0.002,0.0,2.69,0,1984,Finland
4902179,2.518,10.108,0.437,0.002,0.0,-0.35,0,1985,Finland
4918174,2.488,10.82,0.458,0.002,0.0,1.35,0,1986,Finland
4932176,2.517,11.665,0.476,0.002,0.0,-0.03,0,1987,Finland
4946563,2.383,10.524,0.41,0.002,0.0,2.08,0,1988,Finland
4964482,2.265,10.565,0.391,0.002,0.0,3.95,0,1989,Finland
4986551,2.411,11.414,0.425,0.002,44.5,3.13,0,1990,Finland
5013856,2.62,11.007,0.437,0.002,44.39,2.52,0,1991,Finland
5042120,2.7,10.762,0.444,0.002,41.29,2.84,0,1992,Finland
5066609,2.741,11.115,0.464,0.003,42.53,1.99,0,1993,Finland
5088491,2.766,12.132,0.489,0.003,49.17,2.0,0,1994,Finland
5107942,2.529,11.378,0.442,0.003,45.21,2.6,0,1995,Finland
5124717,2.546,12.495,0.469,0.003,51.68,1.92,0,1996,Finland
5139944,2.428,12.198,0.432,0.003,49.79,2.45,0,1997,Finland
5153548,2.379,11.517,0.388,0.003,46.23,1.42,0,1998,Finland
5165500,2.231,11.396,0.368,0.003,45.76,2.56,0,1999,Finland
5176208,2.122,11.014,0.337,0.003,44.69,3.84,0,2000,Finland
5188007,2.112,12.05,0.36,0.003,65.87,2.27,0,2001,Finland
5200588,2.086,12.506,0.368,0.003,68.26,2.43,0,2002,Finland
5212991,2.189,13.937,0.403,0.003,76.59,2.7,0,2003,Finland
5228143,2.096,13.186,0.367,0.003,72.82,2.83,0,2004,Finland
5246070,1.853,10.874,0.296,0.003,60.53,3.5,0,2005,Finland
5266249,1.908,12.983,0.34,0.003,72.17,3.15,0,2006,Finland
5288694,1.807,12.623,0.316,0.003,70.21,3.33,0,2007,Finland
5313358,1.728,11.033,0.275,0.003,62.01,3.4,0,2008,Finland
5338813,1.744,10.472,0.286,0.003,58.59,2.59,0,2009,Finland
5363279,1.84,11.948,0.318,0.003,66.72,1.28,0,2010,Finland
5388173,1.69,10.512,0.274,0.003,19.24,3.77,86,2011,Finland
5413865,1.668,9.447,0.251,0.003,13.65,2.03,421,2012,Finland
5438873,1.687,9.508,0.255,0.003,14.43,3.99,690,2013,Finland
5461436,1.638,8.719,0.237,0.003,10.41,4.13,1370,2014,Finland
5479457,1.629,8.064,0.219,0.003,6.94,4.41,2240,2015,Finland
5495217,1.633,8.598,0.231,0.003,70.93,3.64,4686,2016,Finland
5508146,1.548,8.107,0.211,0.003,68.21,3.04,10507,2017,Finland
5515465,1.556,8.291,0.213,0.003,69.77,3.8,21438,2018,Finland
5521539,0.0,7.689,0.0,0.003,66.6,3.31,38178,2019,Finland
5529468,0.0,6.824,0.0,0.004,61.7,5.02,73784,2020,Finland
5535982,0.0,6.855,0.0,0.004,0.0,2.91,131834,2021,Finland
5540745,0.0,6.527,0.0,0.0,0.0,3.87,179445,2022,Finland
29217510,0.0,0.077,0.0,0.0,0.0,13.12,0,1802,France
29436651,0.0,0.074,0.0,0.0,0.0,13.09,0,1804,France
30104407,0.0,0.07,0.0,0.0,0.0,12.03,0,1810,France
30217092,0.0,0.068,0.0,0.0,0.0,12.95,0,1811,France
30330200,0.0,0.073,0.0,0.0,0.0,11.56,0,1812,France
30443731,0.0,0.067,0.0,0.0,0.0,12.11,0,1813,France
30557687,0.0,0.068,0.0,0.0,0.0,11.63,0,1814,France
30672069,0.0,0.076,0.0,0.0,0.0,12.27,0,1815,France
30786880,0.0,0.081,0.0,0.0,0.0,11.29,0,1816,France
30902120,0.0,0.086,0.0,0.0,0.0,12.31,0,1817,France
31017792,0.0,0.077,0.0,0.0,0.0,12.92,0,1818,France
31150340,0.0,0.082,0.0,0.0,0.0,12.68,0,1819,France
31299931,0.0,0.093,0.051,0.0,0.0,12.11,0,1820,France
31466736,0.0,0.096,0.049,0.0,0.0,12.87,0,1821,France
31650924,0.0,0.1,0.053,0.0,0.0,13.54,0,1822,France
31852668,0.0,0.1,0.051,0.0,0.0,12.3,0,1823,France
32055698,0.0,0.11,0.055,0.0,0.0,12.83,0,1824,France
32260022,0.0,0.123,0.064,0.0,0.0,13.13,0,1825,France
32465648,0.0,0.126,0.064,0.0,0.0,12.83,0,1826,France
32672585,0.0,0.181,0.095,0.0,0.0,12.63,0,1827,France
32880842,0.0,0.19,0.1,0.0,0.0,13.24,0,1828,France
33079302,0.0,0.184,0.094,0.0,0.0,11.57,0,1829,France
33267853,0.0,0.197,0.104,0.0,0.0,12.32,0,1830,France
33446379,0.0,0.181,0.094,0.0,0.0,12.82,0,1831,France
33614762,0.0,0.199,0.095,0.0,0.0,12.42,0,1832,France
33772885,0.0,0.215,0.105,0.0,0.0,12.62,0,1833,France
33931751,0.0,0.263,0.128,0.0,0.0,13.55,0,1834,France
34091365,0.0,0.272,0.128,0.0,0.0,12.26,0,1835,France
34251730,0.0,0.311,0.149,0.0,0.0,12.42,0,1836,France
34412849,0.0,0.33,0.156,0.0,0.0,12.08,0,1837,France
34574726,0.0,0.343,0.155,0.0,0.0,11.93,0,1838,France
34733003,0.0,0.333,0.156,0.0,0.0,12.53,0,1839,France
34887644,0.0,0.338,0.149,0.0,0.0,12.13,0,1840,France
35038615,0.0,0.394,0.17,0.0,0.0,12.5,0,1841,France
35185880,0.0,0.413,0.183,0.0,0.0,12.37,0,1842,France
35329405,0.0,0.412,0.174,0.0,0.0,12.65,0,1843,France
35473515,0.0,0.43,0.176,0.0,0.0,12.26,0,1844,France
35618212,0.0,0.501,0.212,0.0,0.0,12.05,0,1845,France
35763500,0.0,0.518,0.22,0.0,0.0,13.4,0,1846,France
35909381,0.0,0.58,0.222,0.0,0.0,12.35,0,1847,France
36055856,0.0,0.463,0.19,0.0,0.0,12.52,0,1848,France
36192055,0.0,0.48,0.192,0.0,0.0,12.62,0,1849,France
36317907,0.0,0.54,0.212,0.0,0.0,12.22,0,1850,France
36422915,0.0,0.55,0.22,0.0,0.0,12.04,0,1851,France
36517375,0.0,0.591,0.222,0.0,0.0,13.04,0,1852,France
36601225,0.0,0.692,0.274,0.0,0.0,11.83,0,1853,France
36685264,0.0,0.796,0.302,0.0,0.0,12.44,0,1854,France
36769494,0.0,0.899,0.347,0.0,0.0,11.76,0,1855,France
36853914,0.0,0.94,0.348,0.0,0.0,12.62,0,1856,France
36938524,0.0,0.955,0.335,0.0,0.0,12.82,0,1857,France
37023326,0.0,0.934,0.307,0.0,0.0,12.38,0,1858,France
37111533,0.0,0.943,0.332,0.0,0.0,13.11,0,1859,France
37203159,0.0,1.025,0.339,0.001,0.0,11.75,0,1860,France
37298222,0.0,1.106,0.391,0.001,0.0,12.66,0,1861,France
37396737,0.0,1.164,0.38,0.001,0.0,12.94,0,1862,France
37498719,0.0,1.178,0.373,0.001,0.0,12.93,0,1863,France
37600976,0.0,1.245,0.39,0.001,0.0,12.09,0,1864,France
37703510,0.0,1.308,0.423,0.001,0.0,12.96,0,1865,France
37806319,0.0,1.417,0.456,0.001,0.0,13.05,0,1866,France
37909406,0.0,1.432,0.491,0.001,0.0,12.66,0,1867,France
38012770,0.0,1.461,0.459,0.001,0.0,13.27,0,1868,France
38105310,0.0,1.494,0.458,0.001,0.0,12.7,0,1869,France
38186983,0.0,1.323,0.44,0.001,0.0,12.32,0,1870,France
38257751,0.0,1.314,0.44,0.001,0.0,12.01,0,1871,France
38317571,0.0,1.59,0.488,0.001,0.0,13.05,0,1872,France
38366403,0.0,1.716,0.567,0.001,0.0,12.71,0,1873,France
38415294,0.0,1.631,0.479,0.001,0.0,12.61,0,1874,France
38464245,0.0,1.697,0.483,0.001,0.0,12.52,0,1875,France
38513254,0.0,1.697,0.526,0.001,0.0,12.8,0,1876,France
38562323,0.0,1.658,0.489,0.002,0.0,12.88,0,1877,France
38611451,0.0,1.689,0.505,0.002,0.0,12.6,0,1878,France
38667543,0.0,1.746,0.557,0.002,0.0,11.61,0,1879,France
38730622,0.0,1.966,0.577,0.002,0.0,12.73,0,1880,France
38800708,0.0,2.01,0.569,0.002,0.0,12.54,0,1881,France
38877824,0.0,2.117,0.574,0.002,0.0,12.59,0,1882,France
38961992,0.0,2.215,0.6,0.002,0.0,12.22,0,1883,France
39046339,0.0,2.123,0.583,0.002,0.0,12.7,0,1884,France
39130866,0.0,2.037,0.57,0.002,0.0,12.26,0,1885,France
39215572,0.0,2.016,0.556,0.002,0.0,12.42,0,1886,France
39300458,0.0,2.119,0.582,0.002,0.0,11.64,0,1887,France
39385524,0.0,2.2,0.6,0.002,0.0,11.78,0,1888,France
39462823,0.0,2.25,0.6,0.002,0.0,11.94,0,1889,France
39532330,0.0,2.474,0.646,0.002,0.0,11.81,0,1890,France
39594021,0.0,2.475,0.632,0.003,0.0,12.0,0,1891,France
39647872,0.0,2.475,0.617,0.003,0.0,12.38,0,1892,France
39693861,0.0,2.427,0.596,0.003,0.0,12.94,0,1893,France
39739899,0.0,2.564,0.608,0.003,0.0,12.53,0,1894,France
39785987,0.0,2.583,0.626,0.003,0.0,12.42,0,1895,France
39832125,0.0,2.668,0.618,0.003,0.0,12.15,0,1896,France
39878314,0.0,2.79,0.655,0.003,0.0,12.93,0,1897,France
39924553,0.0,2.882,0.646,0.003,0.0,12.96,0,1898,France
39971493,0.0,3.01,0.639,0.003,0.0,13.14,0,1899,France
40019136,0.0,3.23,0.695,0.003,0.0,12.99,0,1900,France
40067484,0.0,3.12,0.683,0.003,0.0,12.33,0,1901,France
40116538,0.0,2.933,0.653,0.004,0.0,12.39,0,1902,France
40166299,0.0,3.22,0.703,0.004,0.0,12.59,0,1903,France
40216118,0.0,3.133,0.68,0.004,0.0,12.81,0,1904,France
40265996,0.0,3.165,0.676,0.004,0.0,12.42,0,1905,France
40315932,0.0,3.387,0.711,0.004,0.0,12.71,0,1906,France
40365927,0.0,3.607,0.727,0.004,0.0,12.51,0,1907,France
40415980,0.0,3.63,0.736,0.004,0.0,12.45,0,1908,France
40408851,0.0,3.714,0.723,0.004,0.0,12.11,0,1909,France
40344819,0.0,3.733,0.773,0.004,0.0,12.49,0,1910,France
40224160,0.0,3.901,0.733,0.005,0.0,13.16,0,1911,France
40047151,0.0,3.96,0.685,0.005,0.0,12.54,0,1912,France
39814066,0.0,4.298,0.743,0.005,0.0,12.91,0,1913,France
39582334,0.0,2.99,0.553,0.005,0.0,12.69,0,1914,France
39351947,0.0,2.623,0.493,0.005,0.0,12.62,0,1915,France
39122898,0.0,2.804,0.498,0.005,0.0,12.68,0,1916,France
38895178,0.0,3.126,0.652,0.005,0.0,11.92,0,1917,France
38680067,0.0,2.804,0.737,0.005,0.0,12.64,0,1918,France
38558175,0.0,3.012,0.67,0.005,0.0,12.25,0,1919,France
38529587,0.0,3.939,0.757,0.005,0.0,13.02,0,1920,France
38594388,0.0,3.573,0.717,0.005,0.0,13.39,0,1921,France
38752667,0.0,4.21,0.719,0.005,0.0,12.37,0,1922,France
39004517,0.0,4.722,0.772,0.006,0.0,12.83,0,1923,France
39258004,0.0,5.264,0.77,0.006,0.0,12.6,0,1924,France
39513139,0.0,5.412,0.793,0.006,0.0,12.46,0,1925,France
39769931,0.0,5.374,0.772,0.006,0.0,13.18,0,1926,France
40028393,0.0,5.322,0.786,0.006,0.0,12.82,0,1927,France
40288534,0.0,5.253,0.73,0.006,0.0,13.3,0,1928,France
40485273,0.0,5.787,0.757,0.006,0.0,12.66,0,1929,France
40618294,0.0,5.85,0.791,0.007,0.0,13.17,0,1930,France
40687278,0.0,5.345,0.77,0.007,0.0,12.53,0,1931,France
40691906,0.0,4.713,0.726,0.007,0.0,12.7,0,1932,France
40631855,0.0,4.907,0.704,0.007,0.0,12.69,0,1933,France
40571892,0.0,4.963,0.718,0.007,0.0,13.13,0,1934,France
40512018,0.0,4.823,0.715,0.007,0.0,12.8,0,1935,France
40452232,0.0,4.897,0.699,0.007,0.0,12.89,0,1936,France
40392535,0.0,5.39,0.726,0.008,0.0,13.3,0,1937,France
40332925,0.0,5.003,0.676,0.008,0.0,12.95,0,1938,France
40314566,0.0,4.827,0.608,0.008,0.0,12.74,0,1939,France
40337546,0.0,3.415,0.521,0.008,0.0,12.48,0,1940,France
40401955,0.0,2.968,0.574,0.008,0.0,12.38,0,1941,France
40507882,0.0,3.024,0.654,0.008,0.0,12.77,0,1942,France
40655418,0.0,3.081,0.704,0.008,0.0,13.57,0,1943,France
40803492,0.0,1.96,0.533,0.008,0.0,12.85,0,1944,France
40952105,0.0,2.617,0.658,0.008,0.0,13.46,0,1945,France
41101259,0.0,4.02,0.667,0.008,0.0,12.89,0,1946,France
41250956,0.0,4.451,0.684,0.008,0.0,13.83,0,1947,France
41401199,0.0,4.746,0.683,0.008,0.0,13.33,0,1948,France
